date,1 (low bm),2,3,4,5,6,7,8,9,10 (high bm)
19890131,0.177472,0.142279,0.244565,0.206669,0.211977,0.25869,0.081966,0.237453,0.2678,0.283178
19890228,0.045788,0.022975,0.046618,0.043769,-0.07205,0.06742,0.115202,0.010134,-0.039194,0.120512
19890331,0.100717,0.046309,0.022898,0.124464,0.02509,0.112153,0.122299,0.307883,0.029116,0.102246
19890430,-0.005378,0.012385,0.046813,0.055146,0.095299,0.226587,0.043811,-0.033252,0.037016,0.06968
19890531,0.220063,0.064289,0.018315,-0.040822,-0.032538,0.043708,0.030477,0.007519,0.118988,-0.042416
19890630,-0.048488,0.025511,-0.000284,0.036405,-0.031503,-0.057672,-0.019806,-0.013824,0.012457,-0.047424
19890731,0.041572,0.05306,0.083018,-0.08822,-0.021786,0.05364,0.076828,0.14861,0.062371,0.031154
19890831,0.093096,0.115026,0.044993,0.062484,0.046683,0.035417,0.111019,0.14932,0.086431,0.078101
19890930,0.023705,0.035233,0.055337,-0.061015,0.002139,0.018603,0.069428,0.155256,0.223573,0.048126
19891031,-0.10365,-0.079883,-0.106579,-0.07531,-0.093813,-0.115725,-0.182916,-0.150501,-0.100989,-0.085534
19891130,0.009051,0.030113,0.037756,0.098351,0.064997,0.058296,0.004371,0.004197,0.026702,0.010897
19891231,0.02652,0.030245,0.10713,0.083684,0.121582,0.083962,0.22679,0.209039,0.211102,0.275793
19900131,0.174968,0.138852,0.093869,0.059778,0.166616,0.070991,0.025119,0.117398,0.11203,0.052416
19900228,-0.014561,0.176735,0.098988,0.094418,0.07768,0.07602,0.015284,0.074942,0.085452,0.101323
19900331,0.016832,0.072127,-0.013321,0.035485,0.068912,-0.023802,0.029011,-0.039717,0.079513,0.024161
19900430,-0.050025,-0.074619,-0.003542,-0.056283,-0.057204,-0.093973,-0.007691,-0.032803,-0.04681,-0.051604
19900531,0.05621,0.138118,0.090778,0.091151,0.102457,0.060526,0.072059,0.188978,0.144034,0.030761
19900630,-0.016827,-0.061519,-0.029723,-0.050746,-0.056569,-0.028373,-0.024332,0.00972,0.007643,0.00751
19900731,-0.017192,0.073583,-0.000846,0.094424,0.180566,0.085276,0.035838,0.056662,0.134362,0.158631
19900831,-0.043322,-0.131191,-0.090071,0.011008,0.073125,-0.114016,-0.132865,-0.09591,-0.108301,0.075249
19900930,-0.119806,-0.139184,-0.094428,-0.018441,-0.082546,-0.130565,-0.070121,-0.133621,-0.08234,-0.005583
19901031,-0.02109,-0.0741,0.00967,-0.081635,-0.027646,-0.024792,-0.074408,-0.124713,-0.157837,-0.121959
19901130,0.00548,0.005155,-0.026937,-0.033229,-0.096205,-0.030547,-0.021777,-0.036268,-0.105062,-0.049465
19901231,0.01992,-0.067512,-0.003557,-0.055407,-0.148484,-0.055772,0.001953,0.023384,-0.085483,-0.093891
19910131,0.001246,-0.091683,-0.105571,-0.010734,-0.082709,-0.095745,-0.009242,-0.039393,-0.049087,-0.048254
19910228,0.104628,0.080059,0.143148,0.003477,0.067828,0.041929,0.18519,0.257581,0.264229,0.196659
19910331,0.063845,0.015669,0.026714,-0.003121,0.054146,0.088771,0.091564,0.020186,0.056567,0.016781
19910430,0.016381,0.061325,-0.016103,-0.108029,-0.086373,0.033127,0.046016,-0.085792,-0.011386,-0.049965
19910531,0.108608,0.013715,0.114491,0.141668,0.05543,0.096277,0.012626,0.03766,-0.023889,0.032389
19910630,-0.016064,-0.009298,-0.058976,0.012815,-0.024518,0.009608,-0.074797,-0.001058,-0.076952,-0.001421
19910731,0.08373,-0.0313,0.017301,0.050012,0.057259,-0.001534,0.035568,0.003563,-0.042296,0.032709
19910831,0.043199,0.094622,0.034137,-0.011611,0.003863,0.001346,-0.045552,0.059091,0.020514,-0.034408
19910930,-0.011184,0.058045,-0.062459,-0.047217,-0.03973,-0.07209,-0.108003,-0.012209,-0.136112,-0.003151
19911031,0.03083,-0.031726,-0.07815,-0.00082,-0.06056,-0.031316,-0.10163,-0.017775,-0.17497,-0.009527
19911130,-0.022233,-0.124031,-0.191021,-0.16753,-0.101948,-0.041511,-0.219596,-0.240953,-0.218516,-0.124473
19911231,0.034548,0.149466,0.043568,0.108177,0.010074,0.115495,0.147693,0.080761,0.197073,0.007715
19920131,0.120853,0.059728,0.062725,0.083049,0.006938,0.011789,0.252396,0.036577,0.06819,0.196045
19920229,-0.063385,-0.018103,-0.064645,-0.02854,-0.110638,-0.090071,-0.040174,-0.067494,-0.100056,-0.07406
19920331,0.000332,0.031326,0.094557,-0.00487,0.10287,0.03872,0.104821,0.015476,-0.007092,0.090103
19920430,-0.026328,-0.002517,0.109776,0.030357,0.034343,0.004404,0.081498,-0.016484,-0.00933,0.170414
19920531,0.076696,0.018413,0.023495,-0.011036,0.007184,-0.01254,0.020621,0.070544,0.014452,0.012537
19920630,-0.123141,-0.069111,-0.122457,-0.044017,-0.057488,-0.069258,-0.089432,-0.248744,-0.099027,-0.051713
19920731,0.026683,0.041522,-0.061405,-0.064698,-0.09124,-0.03647,-0.138654,-0.201417,0.010327,-0.122765
19920831,-0.1021,-0.139274,-0.093438,-0.11081,-0.256823,-0.152229,-0.293509,-0.245149,-0.264419,-0.254371
19920930,-0.020875,0.32518,0.032248,0.04815,0.083394,-0.083252,0.077543,0.035922,-0.074423,-0.01648
19921031,0.03373,0.042654,-0.021718,0.089853,0.29623,0.059376,0.081397,0.092255,0.266334,0.051055
19921130,-0.003934,-0.053438,0.113169,0.02057,-0.015203,-0.028849,-0.000665,-0.128633,0.131921,0.006238
19921231,0.020498,0.20853,0.019297,0.047276,0.104331,0.040836,0.083284,0.018574,-0.054848,0.245356
19930131,0.040712,0.02938,0.055317,0.043555,-0.023803,0.042321,0.047157,0.094496,-0.019313,0.115412
19930228,-0.02355,0.015111,0.063818,0.127649,0.099148,0.045536,0.087565,0.055398,0.050049,0.254126
19930331,0.07166,0.075118,0.127431,0.079624,0.137588,0.105715,0.18881,0.194242,0.333184,0.079909
19930430,0.056251,0.040328,0.143748,-0.001094,0.063448,0.031169,0.109544,0.266696,0.165559,0.33286
19930531,-0.113173,0.020744,-0.032975,-0.003477,0.053452,0.030595,0.106938,0.085613,0.035515,0.141501
19930630,-0.015662,-0.00895,0.018313,0.024142,0.05062,0.050795,0.127717,0.201519,0.102955,0.031178
19930731,-0.039353,0.090749,0.157845,-0.004223,0.151869,0.229704,0.13534,0.080368,0.176467,0.22691
19930831,0.139436,0.044677,0.177905,0.076484,0.044967,0.219296,-0.018928,0.055576,0.090003,0.010534
19930930,0.030003,-0.031156,-0.085902,0.03343,-0.081668,-0.063606,-0.031736,-0.097959,-0.090886,-0.084029
19931031,0.024586,0.117005,0.127141,0.225487,0.110593,0.160598,0.06554,0.174038,0.25684,0.204272
19931130,-0.043339,-0.045007,-0.048368,-0.053275,-0.03482,-0.022313,-0.075318,-0.046948,-0.054647,-0.047616
19931231,0.091414,0.010836,0.015129,0.107149,0.122922,0.1748,0.098767,0.108103,0.129989,0.042218
19940131,0.108042,0.048013,0.039151,0.145576,0.104347,0.148231,0.093031,0.146517,0.201119,0.162655
19940228,0.044302,0.024243,-0.05805,0.039876,-0.026252,-0.014913,0.040975,0.02713,-0.041032,-0.053038
19940331,0.01091,-0.031857,-0.0089,-0.097016,-0.115995,-0.029082,0.015336,-0.028019,-0.073254,0.006053
19940430,0.051136,-0.023968,-0.060498,0.008302,0.000872,0.001247,0.016284,-0.008439,0.034383,0.023254
19940531,-0.069441,-0.048371,0.0492,-0.001694,0.052748,0.045404,0.013731,0.046048,0.025167,-0.004968
19940630,-0.01499,-0.027636,-0.075163,-0.07401,-0.04857,-0.043026,-0.011216,-0.019332,-0.076126,-0.053803
19940731,-0.01944,0.011632,0.036104,0.145364,0.059015,0.042075,-0.012715,0.108117,0.110727,0.073484
19940831,-0.024277,-0.03159,0.003489,0.0212,-0.026099,-0.072646,-0.022067,-0.015869,0.0432,-0.010385
19940930,-0.023869,-0.0494,-0.081835,-0.065859,-0.10983,-0.080641,-0.035601,-0.033745,-0.047878,-0.110035
19941031,0.005195,0.029629,0.050398,0.047222,0.004084,-0.038361,-0.021314,-0.012041,-0.03053,0.048671
19941130,0.003028,-0.008345,0.025715,0.002685,0.05795,0.100426,0.085834,0.066578,-0.016734,0.054183
19941231,0.054219,0.089719,0.058705,0.044433,0.062303,0.078261,0.043507,0.092546,0.06074,0.028631
19950131,-0.018382,-0.001042,-0.016386,0.026869,-0.004643,-0.020687,0.083391,0.015461,0.003798,0.008087
19950228,-0.008845,-0.027138,-0.070503,0.061604,-0.013586,-0.031342,0.007672,0.017967,0.001547,-0.001806
19950331,0.010095,-0.015426,-0.062532,0.007196,-0.059367,-0.052828,-0.076036,-0.011586,-0.028938,-0.058005
19950430,0.036506,0.081615,0.086978,0.093735,0.137215,0.088069,0.099747,0.0671,0.047543,-0.012238
19950531,0.049428,0.033635,0.017449,0.023128,-0.011978,0.008467,0.026905,0.076149,0.177335,0.047179
19950630,0.000157,0.078902,0.02334,-0.025732,0.038632,0.042135,0.055745,0.052931,-0.005635,0.121174
19950731,0.037816,-0.002415,0.039516,0.023007,0.035025,0.041784,0.039106,0.080062,0.012463,-0.00311
19950831,0.144598,0.094969,0.004715,-0.050934,-0.030163,0.017652,0.021702,0.059543,0.025451,0.098026
19950930,0.064709,0.045871,-0.000311,0.000178,0.023802,0.00479,0.052306,0.066432,0.035222,0.005383
19951031,-0.057257,0.041946,-0.064228,-0.03069,-0.000429,-0.067835,-0.096897,-0.032516,-0.076469,-0.075242
19951130,0.148007,0.036032,0.042579,0.030369,-0.040248,0.026957,0.063071,0.024897,-0.002004,0.073081
19951231,0.035511,0.017317,0.016324,0.023196,0.039141,0.020322,0.036014,0.031057,0.021009,0.025992
19960131,0.105863,0.01975,0.060376,-0.022445,0.010355,-0.004305,0.043411,-0.001989,-0.017783,0.056503
