date,1 (small size),2,3,4,5,6,7,8,9,10 (large size)
20000131,0.075678,0.078579,0.024268,0.020731,0.098885,0.072501,0.106643,0.000122,0.036164,-0.014005
20000229,0.092786,0.356878,0.211735,0.154766,0.358758,0.108609,0.104047,0.052452,0.182186,0.029776
20000331,0.042556,0.110391,0.00584,-0.011516,-0.074776,0.005713,0.005828,0.097644,0.0453,-0.015396
20000430,-0.019862,-0.042482,0.009703,-0.01004,0.001331,-0.023096,-0.003371,0.00262,-0.093912,-0.024861
20000531,-0.006414,0.038043,0.057671,0.045495,0.047067,0.002542,0.025615,0.091842,0.064027,0.058016
20000630,-0.014219,-0.048714,0.040898,0.111021,-0.0308,0.041843,0.028951,0.04269,0.037095,0.039078
20000731,0.035797,0.005961,0.003093,0.022973,0.125438,0.077524,0.175336,0.051289,0.031513,0.027053
20000831,0.00414,0.209094,0.082213,-0.005245,0.136377,0.274226,0.041941,0.106001,0.082308,0.135983
20000930,-0.006433,-0.054241,-0.019632,0.012731,-0.020914,-0.036662,-0.021708,-0.01209,-0.01659,-0.002505
20001031,-0.034261,-0.035291,-0.016962,-0.019513,0.01362,0.016889,-0.027517,0.000966,-0.037605,0.004962
20001130,-0.02538,-0.032235,-0.03404,-0.072238,-0.067389,-0.068706,-0.095728,-0.052287,-0.11313,-0.05845
20001231,0.060047,-0.066154,-0.01538,-0.042138,0.062108,-0.073491,0.074313,-0.064061,-0.006339,0.037588
20010131,0.011927,0.029561,0.009999,0.148124,0.150264,0.12322,0.006985,0.08237,0.195156,0.035224
20010228,0.010295,0.052124,0.037472,-0.017433,-0.033429,0.062709,0.07104,0.043225,-0.049183,0.011095
20010331,0.001967,-0.014175,-0.00145,-0.098751,-0.074516,-0.006954,-0.060149,-0.064029,-0.05049,-0.070651
20010430,0.004709,0.067816,0.016125,0.115749,0.027713,0.045896,0.040286,0.055272,0.075513,0.070177
20010531,0.002933,0.081368,0.044283,0.068586,0.01925,0.059374,0.025574,0.00569,0.014508,0.030343
20010630,0.004678,-0.022613,-0.001778,-0.09253,-0.036233,-0.062176,-0.056408,-0.030662,-0.06253,-0.034452
20010731,0.010918,0.028025,0.016713,-0.005172,-0.001551,0.016645,-0.015682,-0.031333,-0.011832,0.000112
20010831,0.005193,0.01969,-0.007836,-0.074436,-0.012028,-0.09462,0.005347,-0.016616,-0.093363,-0.032577
20010930,-0.041774,-0.05236,-0.102453,-0.090113,-0.098082,-0.141244,-0.052925,-0.076457,-0.068166,-0.136125
20011031,0.029734,0.05527,-0.011284,0.053247,0.04628,0.072122,-0.003291,0.03102,0.128302,0.023451
20011130,0.018354,0.194241,0.065189,0.152953,0.078414,0.054261,0.011662,0.041584,0.048654,0.094346
20011231,-0.019812,-0.023069,0.011586,-0.033946,0.076066,0.069858,0.002929,0.020142,0.097569,0.051481
20020131,0.074538,0.087861,0.059083,0.055416,0.031809,0.06994,0.057749,0.0207,0.006428,-0.017328
20020228,0.016984,0.073015,0.028587,-0.014595,0.02991,0.018222,-0.020848,0.040904,0.029753,0.040046
20020331,0.059363,0.050008,0.065631,0.068384,0.05956,0.067681,0.055633,0.072,0.066681,0.083515
20020430,0.008787,0.043855,0.006404,-0.001281,-0.035027,-0.017359,0.051286,-0.01718,-0.066467,-0.036883
20020531,0.026729,0.053053,0.007688,-0.02098,0.001879,-0.031275,-0.014765,-0.014188,-0.001456,-0.024499
20020630,-0.004092,0.009617,-0.056139,0.038033,-0.032594,-0.079258,-0.064092,-0.086291,-0.122757,-0.074699
20020731,-0.027604,0.042733,-0.020538,-0.060537,-0.030261,-0.029197,-0.001762,-0.04014,-0.031485,-0.056112
20020831,0.046991,0.002636,-0.00824,0.071553,-0.095296,-0.043168,-0.061944,-0.041984,-0.07562,-0.004048
20020930,-0.067603,-0.084882,-0.099927,-0.11453,-0.105286,-0.158466,-0.129642,-0.12906,-0.141351,-0.12765
20021031,-0.005948,0.049222,0.0751,0.027105,0.14656,0.139331,0.062283,0.004286,0.139933,0.053899
20021130,0.039187,0.031775,-0.004803,0.041012,-0.014965,0.053798,0.037171,0.097668,0.017889,0.057495
20021231,-0.009478,-0.077453,-0.047249,-0.039371,-0.041167,-0.027488,-0.021511,0.002364,-0.0115,-0.028767
20030131,0.070584,0.089515,0.033102,-0.019125,0.105288,-0.001593,-0.005695,0.007325,0.072385,-0.065158
20030228,-0.007004,0.013076,-0.037383,-0.032541,-0.049425,0.022284,-0.022962,-0.031784,-0.023456,-0.052314
20030331,-0.004039,-0.001159,0.098694,0.00954,-0.019465,-0.006047,-0.008631,-0.003801,0.01824,0.027377
20030430,0.026318,0.078488,0.02573,0.063366,0.240731,0.051439,0.122862,0.120395,0.119592,0.107853
20030531,0.025092,-0.032992,0.100456,0.068489,0.115387,0.046096,0.086831,0.088187,0.102592,0.068024
20030630,0.038948,0.08935,0.044463,0.091543,0.201972,0.048071,0.072347,0.17113,0.106057,0.076378
20030731,0.076626,0.108839,0.048661,0.105527,0.062114,0.040846,0.060791,0.083874,0.068292,0.07684
20030831,0.051392,0.04939,0.084849,0.130898,0.014321,0.077215,0.050402,0.036023,0.077958,0.051001
20030930,0.013312,0.065891,-0.023199,0.019094,-0.011161,-0.006908,-0.020711,-0.058707,-0.031206,-0.060646
20031031,0.023413,0.050324,0.139767,0.098358,0.101714,0.072054,0.084235,0.09233,0.099669,0.149733
20031130,0.018423,0.071652,-0.005601,-0.018801,0.077373,0.0353,0.018613,0.050693,0.001514,0.012912
20031231,0.009763,0.156965,0.049394,0.0921,0.113673,0.028054,0.076792,0.128825,0.092649,0.063228
20040131,0.108564,0.207186,0.184845,0.119335,0.095354,0.120562,0.18509,0.120502,0.154873,0.079936
20040229,0.12605,0.092801,0.060822,0.070051,0.051742,0.127709,0.132191,0.044099,0.080062,0.088616
20040331,0.043154,0.002169,-0.05946,-0.01947,-0.058567,-0.037431,-0.062597,-0.036319,-0.0755,-0.02085
20040430,-0.042011,0.000761,0.046081,-0.019419,-0.026949,-0.044162,-0.063961,-0.00247,-0.044892,-0.021085
20040531,0.007674,0.009047,-0.033908,0.042035,0.002163,-0.000198,-0.001215,0.004423,0.00881,0.032007
20040630,0.00623,-0.005845,0.032391,0.058005,0.015408,0.116069,0.113379,0.080332,0.080266,0.063656
20040731,0.04295,0.009122,-0.007856,0.025809,0.004235,0.04395,-0.013073,0.013813,-0.038969,-0.004843
20040831,0.020125,0.001615,0.017179,0.041785,0.000587,0.040891,0.070215,0.041753,0.012418,0.009516
20040930,-0.002652,0.028309,0.020215,0.063681,0.063947,0.072572,0.075302,0.064841,0.09739,0.083091
20041031,0.006278,-0.051094,-0.019592,0.028387,-0.022388,-0.0096,-0.017427,-0.019157,-0.037364,-0.025033
20041130,0.059019,0.185472,0.114807,0.106433,0.086957,0.094506,0.1305,0.169997,0.120517,0.072068
20041231,0.049025,0.03362,0.06143,0.091346,0.061006,0.05489,0.081487,0.066766,0.046965,2.7e-05
20050131,0.059239,0.02581,0.064343,0.04794,0.058365,0.141437,0.077725,0.08181,0.068853,0.023645
20050228,0.014475,0.134105,0.035261,0.067361,0.044295,0.118242,0.098977,0.058495,0.039139,0.095628
20050331,-0.014291,0.040412,0.010287,0.025914,0.00318,0.036674,0.043401,0.018132,0.001234,-0.023808
20050430,-0.010792,-0.021483,-0.047586,0.010885,-0.068087,0.049594,-0.042592,-0.023533,-0.058719,-0.032147
20050531,0.072908,0.059676,0.027101,0.027609,0.054402,0.123154,0.085966,0.072679,0.085627,0.054855
20050630,0.033951,0.060123,0.148259,0.331214,0.141518,0.157072,0.132651,0.074694,0.089906,0.11747
20050731,0.125517,0.038408,0.048648,0.017637,0.092855,0.071246,0.148377,0.153061,0.16168,0.038958
20050831,0.029512,0.116753,0.007314,0.155177,0.067319,0.227948,0.130711,0.066169,0.086305,0.057865
20050930,0.023435,0.115005,0.053519,-0.030514,0.085857,0.01263,0.028006,0.070572,0.079276,0.041094
20051031,0.064596,-0.008498,-0.03078,-0.088168,-0.093923,-0.102578,-0.080311,-0.093938,-0.118777,-0.068333
20051130,0.18322,0.073744,0.031061,-0.023377,0.316858,0.041847,0.06313,0.047594,0.07948,0.034333
20051231,0.032735,0.087603,0.074845,0.166776,0.170863,0.28467,0.129349,0.103408,0.14933,0.037667
20060131,0.059495,0.120913,0.09147,0.011523,0.011802,0.033279,0.029397,0.068476,0.036334,0.106638
20060228,0.006714,0.02485,0.168655,0.068647,0.03313,0.0286,0.042415,0.102585,0.029121,0.016212
20060331,0.132555,0.071074,0.065806,0.054068,0.019162,0.070635,0.142653,0.098795,0.063315,0.083989
20060430,0.016251,0.038525,0.044811,0.002628,0.042541,0.012023,0.012083,0.030907,0.028531,0.038181
20060531,-0.029593,0.068379,-0.058807,0.033653,-0.034469,-0.050437,-0.049738,-0.066222,-0.043655,-0.069392
20060630,0.018762,-0.00355,0.009271,-0.002069,0.0121,-0.029807,0.003971,-0.019734,0.014839,-0.00826
20060731,-0.016347,-0.028607,0.001016,-0.007617,-0.00612,-0.027796,-0.021721,0.012304,-0.017542,0.030024
20060831,0.006059,0.082818,0.004119,0.046862,0.039858,0.066155,-0.001163,0.036284,0.051832,-0.010995
20060930,-0.011935,0.036989,0.012121,0.047145,-0.007014,-0.000981,-0.011608,0.015019,-0.03546,-0.025876
20061031,0.03998,0.022716,0.031666,0.09888,0.06157,0.054915,0.046458,0.086883,0.077958,0.090268
20061130,0.045923,0.121732,0.011474,0.074491,0.042496,-0.002859,0.016329,0.050639,0.004636,0.025319
20061231,-0.001142,0.057928,0.046272,0.061416,0.071553,0.071386,0.055438,0.084081,0.033305,0.074636
20070131,0.085443,0.028079,0.044738,0.015005,0.026703,0.004508,0.028066,0.046185,0.004887,0.053452
20070228,-0.01786,0.010206,-0.006396,-0.009236,-0.007905,0.009258,0.001234,0.035225,-0.00109,-0.059441
20070331,0.012749,0.010918,0.010282,0.064588,0.03909,0.04711,0.046209,0.066607,0.053552,0.048215
20070430,-0.009637,0.03882,0.045487,0.054102,0.040131,0.06755,0.039702,0.02144,0.018198,0.046122
20070531,0.002224,0.03434,0.022237,0.033799,0.057986,0.083963,0.017346,0.061781,0.035631,0.042234
20070630,0.002333,0.009594,-0.013643,0.025734,0.066045,0.044908,0.033703,0.012966,-0.006288,0.052317
20070731,0.029233,0.129166,-0.020813,-0.01917,-0.020629,0.050437,0.0348,-0.025671,-0.018218,-0.025252
20070831,-0.029663,-0.031593,-0.051494,-0.035488,-0.034248,-0.028006,0.002148,0.010117,-0.044552,-0.039988
20070930,-0.095423,-0.040395,0.017851,-0.008608,-0.003722,0.0281,0.021923,-0.002519,-0.014922,0.065259
20071031,0.08511,0.012682,-0.0089,0.003063,0.077902,0.095728,0.02235,0.092094,0.022104,0.046142
20071130,-0.097711,-0.03416,-0.05259,-0.091039,-0.006347,-0.066866,-0.054706,-0.027254,-0.048044,-0.021602
20071231,0.026229,-0.027528,0.009062,0.0121,-3.1e-05,0.020355,0.00424,0.09208,-0.034551,-0.005483
20080131,-0.02068,-0.07868,-0.03143,-0.085604,-0.125149,-0.133576,-0.090139,-0.141016,-0.162671,-0.193189
20080229,0.062073,0.045924,-0.015489,-0.00857,0.064839,0.049894,0.034201,0.069093,0.088747,0.091017
20080331,-0.028362,-0.017016,-0.000762,0.001911,-0.020113,-0.008772,-0.027956,0.000449,-0.06853,-0.032141
20080430,0.027755,0.016763,0.079394,0.05307,0.033709,0.034544,0.037185,0.070658,0.100484,0.139618
20080531,-0.011926,0.007668,0.064582,0.042755,0.079616,-0.007913,0.037756,0.044822,0.091387,0.067451
20080630,-0.023651,-0.049867,0.019341,-0.052418,-0.012906,-0.07559,-0.050659,-0.024349,-0.07165,-0.060607
20080731,-0.021333,-0.000825,-0.00721,-0.030619,0.030245,-0.004218,0.025881,-0.016664,-0.044944,-0.071881
20080831,0.044409,-0.011897,-0.019177,-0.011246,-0.021572,-0.013413,-0.006871,0.027407,0.033707,0.008592
20080930,-0.055416,-0.095827,-0.056615,-0.126995,-0.14603,-0.158364,-0.18558,-0.167358,-0.240533,-0.225056
20081031,-0.040157,-0.086617,-0.151614,-0.084247,-0.123261,-0.058161,-0.11201,-0.145118,-0.138105,-0.176857
20081130,0.016049,0.017665,-0.000856,-0.019135,-0.066532,-0.070704,-0.010838,-0.020512,-0.069846,-0.101306
20081231,-0.022505,-0.063938,-0.1055,-0.072009,0.155807,-0.022073,0.017244,-0.012315,0.029701,0.068884
20090131,0.013288,0.004701,0.019376,0.008682,0.084181,0.224532,0.023387,-0.013583,-0.019797,0.006046
20090228,0.048503,-0.036636,-0.025651,-0.080795,-0.059147,-0.059307,-0.003696,-0.0397,0.011506,-0.059146
20090331,-0.042876,-0.081174,0.07415,0.039842,-0.048273,0.089433,0.065309,0.080174,0.001794,0.058881
20090430,0.046927,0.257025,0.054979,0.071061,0.077557,0.162699,0.181626,0.081076,0.149825,0.127412
20090531,0.054175,0.186704,0.132732,0.046108,0.068756,0.09855,0.150674,0.152559,0.119716,0.139253
20090630,0.033282,0.058579,0.05068,0.075509,0.100093,0.160571,0.073347,0.02765,0.038452,-0.053607
20090731,0.017163,0.083329,0.039061,0.047833,0.010628,-0.006464,-0.013252,0.068399,0.088501,0.054101
20090831,0.007887,0.016237,0.039531,0.036663,0.063255,-0.004757,0.030886,0.085834,-0.004767,0.015565
20090930,0.010381,0.064399,0.056053,0.146834,0.267738,0.060434,0.051084,0.053597,0.092352,0.082176
20091031,0.040477,0.120815,0.121963,0.05594,0.127514,0.030596,0.030562,0.025725,0.050225,0.022677
20091130,-0.027058,-0.024458,0.015614,0.008897,-0.016382,-0.009765,0.035972,0.048912,0.062582,0.058308
20091231,0.027148,-0.020104,0.043127,0.095759,0.01637,0.077519,0.015685,0.047801,0.080175,0.063963
20100131,0.220498,0.075939,0.004357,0.004677,0.021741,0.012162,0.014398,0.052388,0.061604,-0.041329
20100228,0.079776,0.011756,0.03425,0.034313,0.069332,0.041691,-0.041802,0.038594,-0.024427,-0.03066
20100331,0.095679,0.001735,0.000603,0.017948,0.049398,0.089183,0.079867,0.021352,0.086003,0.081416
20100430,0.14609,-0.00036,0.112169,0.034218,0.057789,0.10579,0.007731,0.026446,0.038245,0.022489
20100531,-0.06163,-0.041268,-0.007627,-0.078142,-0.075045,-0.047129,-0.091609,-0.052592,-0.102757,-0.087738
20100630,0.085449,-0.06296,-0.045086,0.039632,-0.041265,-0.021916,-0.053381,-0.072461,-0.093857,-0.028444
20100731,0.06458,0.037047,0.02212,0.025588,0.028766,0.068449,0.046827,0.068035,0.039763,0.098524
20100831,-0.011772,0.044711,-0.025428,-0.021809,0.021786,-0.004652,0.004302,0.005278,-0.006775,-0.021034
20100930,-0.041887,-0.024404,0.058253,0.024132,0.013796,0.062044,0.069914,0.057098,0.061364,0.085731
20101031,-0.019792,0.068852,0.039631,0.01771,0.059327,0.066907,0.04147,0.077666,0.076644,0.059596
20101130,0.040353,-0.004895,0.002982,0.056407,-0.042534,0.040985,0.020669,0.06026,0.038308,-0.025533
20101231,0.047109,0.017754,0.099371,0.052135,0.048646,0.063528,0.098076,0.138861,0.127067,0.108358
20110131,0.072263,0.002799,0.016117,0.027163,0.048929,0.095901,-0.01262,-0.017844,-0.015183,-0.019232
20110228,0.010147,0.004435,0.055204,0.037116,0.04597,-0.00277,0.037718,0.018418,0.024194,0.047766
20110331,0.021684,0.040629,0.121,0.017858,-0.011572,0.0183,0.079121,0.002481,0.019454,-0.004639
20110430,0.012515,0.026765,0.001097,-0.005826,0.022526,0.048203,0.042325,-0.006023,-0.015656,0.013939
20110531,-0.022954,-0.031803,0.062144,-0.020159,-0.027506,-0.008991,-0.015554,-0.022186,-0.022043,-0.006141
20110630,-0.017142,-0.008384,-0.053154,-0.053945,-0.029784,-0.00541,0.031245,-0.033131,-0.041973,-0.041875
20110731,0.00915,-0.028118,0.013598,-0.003317,0.059395,-0.023675,0.045183,-0.019007,-0.018023,-0.007508
20110831,-0.029969,-0.058804,-0.035391,-0.05834,-0.039072,0.126778,-0.098955,-0.089024,-0.105257,-0.077742
20110930,-0.020718,-0.022768,-0.025414,-0.05467,-0.004085,-0.05789,-0.057526,-0.119474,-0.108669,-0.055784
20111031,-0.003293,0.02381,0.020746,0.127178,0.016773,0.209251,0.103593,0.068619,0.119846,0.109889
20111130,-0.037138,-0.022719,-0.038901,-0.066199,0.007861,0.025555,-0.002927,-0.034821,-0.004918,0.001357
20111231,-0.065447,-0.036584,0.019524,-0.025789,-0.022408,-0.004719,0.021672,0.002374,0.017337,0.012489
20120131,0.064144,0.028184,0.044981,0.085537,0.033579,0.165022,0.056483,0.072446,0.051701,0.017331
20120229,0.091483,0.012153,0.023303,0.075881,0.057789,0.046029,0.077533,0.05947,0.02304,0.090951
20120331,0.041435,-0.016462,-0.041609,0.017537,0.05697,0.104027,-0.009524,0.006775,-0.027235,-0.007853
20120430,-0.040639,-0.013804,0.007038,-0.008143,0.040643,-0.041196,-0.018684,-0.01932,0.081383,-0.014551
20120531,-0.052332,-0.024086,-0.003238,-0.015044,-0.01507,-0.047756,-0.033393,-0.027044,-0.071199,-0.087134
20120630,0.027257,0.009674,0.132476,-0.050388,0.001792,-0.005017,0.022795,0.059787,0.044145,0.06034
20120731,0.036379,0.009741,0.01622,-0.006543,-0.018817,-0.017014,-0.007069,0.006753,0.02171,0.045866
20120831,-0.011641,0.001807,-0.007839,0.000881,-0.010628,-0.019741,0.098278,0.030374,0.049588,0.030289
20120930,0.013515,0.034944,0.037158,0.054498,0.020275,0.022679,0.010626,-0.000773,0.02367,0.024231
20121031,-0.008175,0.027381,-0.004371,0.010607,-0.014721,-0.004938,-0.010477,0.002331,0.011183,-0.005857
20121130,-0.019326,-0.015697,0.004758,-0.020676,0.017252,0.077067,0.021825,0.019032,-0.013949,0.002352
20121231,-0.007566,0.00854,0.086808,0.013551,0.05036,0.052573,0.045066,0.062594,0.020863,-0.003075
20130131,0.09751,0.058795,0.061998,0.070619,0.03287,0.077931,0.061131,0.098738,0.057443,0.051645
20130228,0.039665,0.050272,0.021598,0.052465,0.045059,0.107834,0.039401,0.092473,0.024477,0.007617
20130331,0.001828,0.038778,0.035167,0.018953,0.037077,0.038514,-0.017481,-0.03476,-0.005757,0.002555
20130430,0.040124,0.025203,-0.016902,-0.003718,-0.018751,-0.000645,0.010124,0.065416,-0.002364,0.024568
20130531,0.023386,0.057761,-0.025204,0.048633,0.000953,0.071471,0.037275,0.040911,0.069748,0.016269
20130630,0.009521,0.193335,0.007107,0.034,-0.025409,0.00229,-5.9e-05,-0.004008,-0.021574,-0.045688
20130731,0.065987,0.006882,0.015223,0.034158,0.095229,0.021522,0.022463,0.01407,0.049705,0.061579
20130831,0.025263,-0.024601,0.049828,0.019323,-0.004035,0.043159,0.046321,-0.011057,-0.000944,0.012835
20130930,0.034534,0.001325,0.057373,0.057707,0.006357,0.027254,0.049522,0.031907,0.007693,0.012007
20131031,0.020193,0.041338,0.062282,0.057195,0.041681,0.044242,0.033481,0.047284,0.052798,0.063727
20131130,0.069975,0.058187,0.007468,0.030958,0.105707,0.025083,0.03934,0.099361,0.006128,0.014173
20131231,0.015639,0.177922,0.008654,0.018562,0.062045,0.008772,0.01321,-0.017408,0.004858,0.014376
20140131,0.112479,-0.00036,0.044195,0.011927,0.046942,0.042071,-0.002385,0.009098,-0.012368,-0.023851
20140228,0.033687,0.022265,-0.027821,-0.023285,0.05508,0.026756,0.036027,0.039256,0.01482,0.033467
20140331,0.014632,-0.006741,0.053783,0.033866,0.011297,-0.007433,0.050582,0.021934,0.018426,0.013841
20140430,-0.019038,0.021073,-0.012879,0.00488,0.046372,-0.005072,0.014433,0.002021,0.023201,0.033477
20140531,7.7e-05,0.037326,0.05435,0.018123,0.072764,0.057804,0.068409,0.037765,0.018688,0.05274
20140630,0.013436,0.02354,-0.02588,0.012612,0.016769,0.012442,0.001781,0.033579,0.026294,0.025617
20140731,0.007022,0.054998,0.030931,0.009893,0.040697,-0.019074,0.016442,0.044903,-0.035097,-0.002748
20140831,0.023668,-0.020318,-0.026322,-0.031098,-0.006624,0.031141,0.003427,-0.029132,0.000796,-0.000268
20140930,0.010459,0.00062,-0.026692,0.023973,0.007162,0.016648,-0.032833,-0.019057,-0.001405,0.006316
20141031,0.05365,0.037185,0.022008,-0.018806,-0.038037,0.019135,-0.02783,-0.016153,-0.062235,-0.030489
20141130,0.009894,0.02549,-0.031233,-0.0256,0.036384,0.002498,-0.039328,-0.008529,-0.0376,-0.031465
20141231,-0.040119,-0.012958,0.065534,-0.047529,-0.006353,0.04622,0.033974,0.056099,0.060022,0.025513
20150131,0.038009,0.006861,0.036455,0.00644,-0.039669,-0.034729,-0.012575,0.013728,0.018947,0.040868
20150228,0.021502,0.023392,0.073057,0.124193,0.083513,0.080554,0.086473,0.033543,0.065076,0.041476
20150331,-0.044422,0.091328,0.012472,0.0624,-0.025679,0.021661,0.041982,-0.001219,0.003928,0.0182
20150430,0.079922,-0.011827,0.011342,0.016669,0.0791,0.074329,0.068887,0.135567,0.026632,0.027571
20150531,0.163031,0.008733,0.03848,0.019153,0.034053,0.01318,0.050458,0.026834,-0.004124,0.018619
20150630,0.030103,-0.023096,-0.038095,-0.021005,-0.053236,0.001912,0.006939,-0.030838,-0.011197,-0.02047
20150731,0.012845,0.011223,0.047234,0.012834,0.085652,-0.006892,-0.006094,0.020282,0.002314,0.035962
20150831,0.00237,0.005774,-0.003296,-0.031432,-0.064422,-0.064142,0.046388,-0.00193,-0.058112,-0.06819
20150930,0.082358,0.013129,0.032445,0.014155,0.011443,0.000517,-0.001032,-0.002804,-0.026744,-0.018133
20151031,0.061616,0.024888,0.402743,0.019378,0.003762,-0.002823,0.019858,0.044381,0.062374,0.064313
20151130,0.042064,-0.003097,0.01623,0.036752,0.010819,0.084231,0.080058,0.012733,0.017255,0.017179
20151231,0.17815,0.010926,0.048982,-0.011557,-0.018895,0.048734,0.026459,0.014387,0.008897,-0.015449
20160131,0.144369,-0.002163,-0.04401,-0.019784,-0.035083,-0.054441,-0.063557,-0.093356,-0.075193,-0.081787
20160229,0.027715,0.02311,0.016803,0.02625,-0.014197,0.036574,0.030731,0.072759,0.04403,0.014246
20160331,0.037625,0.096254,0.043347,0.005178,0.060372,0.05738,0.040675,0.057682,0.064496,0.004125
20160430,-0.001886,0.06843,0.04027,0.035408,0.077057,0.009034,0.045727,0.067431,0.072779,0.047768
20160531,0.012455,-0.067153,0.010994,0.053826,0.002963,0.059566,0.017611,0.016065,0.013161,0.026616
20160630,0.016559,0.105073,-0.01342,0.018423,-0.039555,0.016994,-0.066431,0.037766,0.015259,-0.011256
20160731,0.008854,0.032267,0.026736,0.031415,-0.019086,0.056167,0.05745,0.018864,0.082233,0.007043
20160831,0.039782,0.089248,0.076898,0.001329,0.043542,-0.00704,0.030227,-0.003695,0.004025,0.015346
20160930,0.07481,0.146614,0.159583,0.013094,0.022345,0.061955,0.026609,0.047096,0.023584,0.003199
20161031,0.058042,0.041616,0.060288,0.034477,0.063452,0.104259,0.020283,0.049644,0.027037,0.034163
20161130,0.034319,0.061072,0.384899,0.049414,0.001184,0.043112,0.031145,0.049777,0.036294,0.034893
20161231,0.435328,0.017752,-0.028153,0.032197,0.190631,0.037747,0.029925,0.087662,0.039922,0.045591
20170131,0.248075,0.084318,0.091457,0.111576,0.019526,-0.004509,0.055232,-0.008745,-0.00812,0.017674
20170228,0.046523,0.082325,-0.016444,0.006702,-0.012126,0.019744,0.010731,0.018412,0.030424,-0.005385
20170331,-0.052966,0.01283,-0.010733,0.000702,-0.006062,0.009404,0.000556,-0.002491,-0.05659,0.002064
20170430,8.1e-05,0.024974,0.053065,0.007359,0.016818,0.040791,0.022367,0.027531,0.053998,0.010078
20170531,-0.04546,0.049983,0.019855,0.069788,-0.020904,-0.011469,0.03394,-0.046478,0.030607,0.028599
20170630,0.0458,-0.01081,0.046258,-0.003936,0.042822,0.040163,-0.020316,0.000154,0.003493,-0.017599
20170731,0.012333,0.024695,0.008785,0.014389,0.012798,0.073451,0.059245,0.008506,0.018468,0.06519
20170831,0.030116,0.02295,-0.002673,-0.001515,-0.013569,0.079625,-0.006575,0.014127,0.046421,0.008603
20170930,-0.004791,0.013714,0.014592,0.044388,-0.01507,0.105883,0.018997,0.080798,0.013583,0.06885
20171031,-0.011216,0.024489,-0.005526,-0.011562,0.048086,0.015587,-0.022005,-0.013948,0.019642,0.048179
20171130,-0.010154,0.004122,-0.014198,-0.019282,-0.038934,0.008599,0.03961,-0.045036,-0.035906,0.000122
20171231,0.287946,-0.000787,0.003388,0.085129,0.047816,0.027151,0.053643,0.035894,0.038781,0.018044
20180131,0.050136,-0.000256,0.111237,-0.002694,-0.011372,-0.024645,0.064879,0.000894,-0.019914,0.005099
20180228,0.019646,0.047954,0.063785,0.01412,0.019941,-0.04425,0.033354,0.008357,0.066738,0.009202
20180331,-0.024036,-0.009146,-0.045345,-0.017184,0.005483,-0.072817,-0.0176,-0.065662,0.030876,-0.013332
20180430,0.012789,0.050402,0.034387,0.054402,0.01151,0.085456,0.202308,0.039016,0.090169,0.074647
20180531,0.043754,0.088977,0.086534,0.055227,0.018704,0.116334,0.032038,0.021895,0.037549,0.019777
20180630,0.069562,0.00905,-0.053182,0.016512,0.016899,0.009751,-0.021066,-0.00579,0.008279,0.014567
20180731,0.001862,0.035814,-0.016112,0.034476,0.032393,-0.010284,0.014913,-8e-05,0.039296,0.016731
20180831,-0.015953,0.145001,0.020267,0.008346,0.014857,-0.025722,0.04689,0.014374,0.006783,0.016497
20180930,0.01639,0.026294,0.14174,0.005232,0.001837,0.026613,-0.003074,0.026812,0.036151,0.04471
20181031,-0.006666,-0.07849,-0.095981,-0.015513,-0.028353,-0.039978,-0.047041,-0.031355,-0.041644,-0.045421
20181130,-0.008107,-0.081223,-0.099989,-0.030238,-0.024014,0.045142,-0.075867,0.00587,-0.021513,-0.027904
20181231,-0.048865,-0.035903,-0.142878,-0.053123,-0.003016,-0.070876,-0.130118,-0.072255,-0.084212,-0.057008
20190131,0.102167,0.057546,0.047846,0.008555,0.01036,0.144977,0.020978,0.030301,0.045792,0.054635
20190228,0.107832,0.023697,0.089037,0.053631,0.019274,0.033108,0.038957,0.020274,0.027592,0.041852
20190331,0.013408,0.043936,-0.00274,0.030746,0.005574,0.027161,0.0049,-0.005016,0.015964,-4.8e-05
20190430,0.029535,0.06785,0.074537,0.041789,0.044666,0.079677,0.055753,0.035411,0.023368,0.021272
20190531,0.008275,-0.017099,0.002285,0.036838,-0.000939,-0.031965,-0.026771,-0.04434,-0.033698,-0.028397
20190630,0.016476,0.006349,0.01317,0.004004,0.004689,0.038095,0.018784,0.005963,0.016223,0.020896
20190731,0.050304,0.048971,0.038927,0.01377,0.024638,-0.021041,0.022861,0.008768,-0.011835,-0.007803
20190831,0.029666,0.040991,-0.000193,-0.060174,-0.045699,-0.030729,-0.011296,0.00298,0.039119,0.002708
20190930,0.029602,0.037142,0.051372,-0.00344,0.043259,0.082873,0.044767,0.014943,0.02811,0.034379
20191031,0.04345,0.080955,0.067553,-0.009924,-0.005928,0.016264,0.024077,0.068206,0.032537,0.008774
20191130,0.019349,0.192767,0.087419,0.055023,-0.002126,0.093895,0.010888,0.067979,0.054805,-0.004633
20191231,0.019524,0.128986,0.087811,0.05634,0.033424,0.082051,0.040586,0.054585,0.033778,0.026766
20200131,0.112892,0.070877,-0.00489,-0.016447,0.036011,-0.01788,-0.037973,0.003636,-0.009424,-0.009294
20200229,-0.004139,-0.053643,-0.037895,-0.070024,-0.11074,-0.032258,-0.051004,-0.089942,-0.073888,-0.085624
20200331,-0.088562,-0.067929,-0.216872,-0.177874,-0.102965,-0.110346,-0.16866,-0.191208,-0.176355,-0.099174
